0;00;001;Table A:  entry;CCITT IA5;0;0;24
0;00;002;Table A:  data category description, line 1;CCITT IA5;0;0;256
0;00;003;Table A:  data category description, line 2;CCITT IA5;0;0;256
0;00;005;BUFR edition number;CCITT IA5;0;0;24
0;00;010;F descriptor to be added or defined;CCITT IA5;0;0;8
0;00;011;X descriptor to be added or defined;CCITT IA5;0;0;16
0;00;012;Y descriptor to be added or defined;CCITT IA5;0;0;24
0;00;013;Element name, line 1;CCITT IA5;0;0;256
0;00;014;Element name, line 2;CCITT IA5;0;0;256
0;00;015;Units name;CCITT IA5;0;0;192
0;00;016;Units scale sign;CCITT IA5;0;0;8
0;00;017;Units scale;CCITT IA5;0;0;24
0;00;018;Units reference sign;CCITT IA5;0;0;8
0;00;019;Units reference value;CCITT IA5;0;0;80
0;00;020;Element data width;CCITT IA5;0;0;24
0;00;030;Descriptor defining sequence;CCITT IA5;0;0;48
0;01;001;WMO block number;Numeric;0;0;7
0;01;002;WMO station number;Numeric;0;0;10
0;01;003;WMO Region number/geographical area;Code table;0;0;3
0;01;004;WMO Region sub-area (see Note 9);Numeric;0;0;3
0;01;005;Buoy/platform identifier;Numeric;0;0;17
0;01;006;Aircraft flight number;CCITT IA5;0;0;64
0;01;007;Satellite identifier;Code table;0;0;10
0;01;008;Aircraft registration number;CCITT IA5;0;0;64
0;01;009;Type of commercial aircraft;CCITT IA5;0;0;64
0;01;010;Stationary buoy platform identifier: e.g. C-MAN buoys;CCITT IA5;0;0;64
0;01;011;Ship or mobile land station identifier;CCITT IA5;0;0;72
0;01;012;Direction of motion of moving observing platform;Degree true;0;0;9
0;01;013;Speed of motion of moving observing platform;m s-1;0;0;10
0;01;014;Platform drift speed (high precision);m s-1;2;0;10
0;01;015;Station or site name;CCITT IA5;0;0;160
0;01;020;WMO Region sub-area;Numeric;0;0;4
0;01;021;Synoptic feature identifier;Numeric;0;0;14
0;01;022;Name of feature (see Note 11);CCITT IA5;0;0;224
0;01;025;Storm identifier;CCITT IA5;0;0;24
0;01;026;WMO storm name;CCITT IA5;0;0;64
0;01;031;Identification of originating/generating centre (see Note 10);Code table;0;0;16
0;01;032;Generating application;Code table;0;0;8
0;01;033;Identification of originating/generating centre;Code table;0;0;8
0;01;034;Identification of originating/generating sub-centre;Code table;0;0;8
0;01;041;Absolute platform velocity - first component (see Note 6);m s-1;5;-1073741824;31
0;01;042;Absolute platform velocity - second component (see Note 6);m s-1;5;-1073741824;31
0;01;043;Absolute platform velocity - third component (see Note 6);m s-1;5;-1073741824;31
0;01;060;Aircraft reporting point (Beacon identifier);CCITT IA5;0;0;64
0;01;063;ICAO location indicator;CCITT IA5;0;0;64
0;01;064;Runway designator;CCITT IA5;0;0;32
0;01;075;Tide station identification;CCITT IA5;0;0;40
0;02;001;Type of station;Code table;0;0;2
0;02;002;Type of instrumentation for wind measurement;Flag table;0;0;4
0;02;003;Type of measuring equipment used;Code table;0;0;4
0;02;004;Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported;Code table;0;0;4
0;02;005;Precision of temperature observation;K;2;0;7
0;02;011;Radiosonde type;Code table;0;0;8
0;02;012;Radiosonde computational method;Code table;0;0;4
0;02;013;Solar and infrared radiation correction;Code table;0;0;4
0;02;014;Tracking technique/status of system used;Code table;0;0;7
0;02;015;Radiosonde completeness;Code table;0;0;4
0;02;020;Satellite classification;Code table;0;0;9
0;02;021;Satellite instrument data used in processing;Flag table;0;0;9
0;02;022;Satellite data-processing technique used;Flag table;0;0;8
0;02;023;Satellite derived wind computation method;Code table;0;0;4
0;02;024;Integrated mean humidity computational method;Code table;0;0;4
0;02;025;Satellite channel(s) used in computation;Flag table;0;0;25
0;02;026;Cross track resolution;m;2;0;12
0;02;027;Along track resolution;m;2;0;12
0;02;028;Segment size at nadir in X direction;m;0;0;18
0;02;029;Segment size at nadir in Y direction;m;0;0;18
0;02;030;Method of current measurement;Code table;0;0;3
0;02;031;Duration and time of current measurement;Code table;0;0;5
0;02;032;Indicator for digitization;Code table;0;0;2
0;02;033;Method of salinity/depth measurement;Code table;0;0;3
0;02;034;Drogue type;Code table;0;0;5
0;02;035;Cable length;m;0;0;9
0;02;036;Buoy type;Code table;0;0;2
0;02;037;Method of tidal observation;Code table;0;0;3
0;02;038;Method of sea-surface temperature measurement;Code table;0;0;4
0;02;039;Method of wet-bulb temperature measurement;Code table;0;0;3
0;02;040;Method of removing velocity and motion of platform from current;Code table;0;0;4
0;02;041;Method for estimating reports related to synoptic features;Code table;0;0;6
0;02;044;Indicator for method of calculating spectral wave data;Code table;0;0;4
0;02;045;Indicator for type of platform;Code table;0;0;4
0;02;046;Wave measurement instrumentation;Code table;0;0;4
0;02;048;Satellite sensor indicator;Code table;0;0;4
0;02;049;Geostationary satellite data-processing technique used;Flag table;0;0;8
0;02;050;Geostationary sounder satellite channels used;Flag table;0;0;20
0;02;051;Indicator to specify observing method for extreme temperatures;Code table;0;0;4
0;02;052;Geostationary imager satellite channels used;Flag table;0;0;6
0;02;053;GOES-I/M brightness temperature characteristics;Code table;0;0;4
0;02;054;GOES-I/M soundings parameter characteristics;Code table;0;0;4
0;02;055;Geostationary soundings statistical parameters;Code table;0;0;4
0;02;056;Geostationary soundings accuracy statistics;Code table;0;0;4
0;02;057;Origin of first guess information for GOES-I/M soundings;Code table;0;0;4
0;02;058;Valid times of first guess information for GOES-I/M soundings;Code table;0;0;4
0;02;059;Origin of analysis information for GOES-I/M soundings;Code table;0;0;4
0;02;060;Origin of surface information for GOES-I/M soundings;Code table;0;0;4
0;02;061;Aircraft navigational system;Code table;0;0;3
0;02;062;Type of aircraft data relay system;Code table;0;0;4
0;02;063;Aircraft roll angle;Degree;2;-18000;16
0;02;064;Aircraft roll angle quality;Code table;0;0;2
0;02;065;ACARS ground receiving station;CCITT IA5;0;0;40
0;02;070;Original specification of latitude/longitude;Code table;0;0;4
0;02;100;Radar constant;dB;1;0;12
0;02;101;Type of antenna;Code table;0;0;4
0;02;102;Antenna height above tower base;m;0;0;8
0;02;103;Radome;Flag table;0;0;2
0;02;104;Antenna polarisation;Code table;0;0;4
0;02;105;Maximum antenna gain;dB;0;0;6
0;02;106;3-dB beamwidth;Degree;1;0;6
0;02;107;Sidelobe suppression;dB;0;0;6
0;02;108;Crosspol discrimination (on axis);dB;0;0;6
0;02;109;Antenna speed (azimuth);Degree s-1;2;0;12
0;02;110;Antenna speed (elevation);Degree s-1;2;0;12
0;02;111;Radar incidence angle;Degree;1;0;10
0;02;112;Radar look angle;Degree;1;0;12
