0;01;032;GENERATING APPLICATION;Code table;0;0;8
0;01;192;Table des composites;Code table;0;0;8
0;01;193;Table des identificateurs des donnees combinees;Code table;0;0;8
0;01;194;CARRIER BALLOON/DROP TEMP;CCITT IA;0;0;72
0;01;195;MOBIL LAND STATION IDENTIFIER;CCITT IA;0;0;72
0;01;196;NUMERO DE DEPARTEMENT;NUMERIQUE;0;0;8
0;01;197;NUMERO DE COMMUNE ET NUMERO DE  STATION DANS LA COMMUNE;NUMERIQUE;0;0;21
0;01;198;TYPE DE SPEMET;Code table;0;0;2
0;01;199;OBJET PRINCIPAL DU SPEMET;Code table;0;0;4
0;01;200;Wmo region sub-area;Numeric;0;0;4
0;01;208;X-velocity from earth's centre in direction 0 est;m/s;5;-1073741824;31
0;01;209;Y-velocity from earth's centre in direction 90 est;m/s;5;-1073741824;31
0;01;210;Z-velocity from earth's centre in direction north pole;m/s;5;-1073741824;31
0;02;192;Type de radar;Code table;0;0;8
0;02;193;Type de calculateur;Code table;0;0;8
0;02;194;Indicateur du dernier etalonnage;Code table;0;0;8
0;02;195;Frequence du dernier etalonnage;Hz;-6;0;16
0;02;196;Reglage bas du dernier etalonnage;Numeric;0;0;16
0;02;197;Reglage haut du dernier etalonnage;Numeric;0;0;16
0;02;198;Indicateur d arret ou de panne;Code table;0;0;8
0;02;199;Constante radar;dB;1;-1000;16
0;02;200;Indicateur de fonctionnement de l eliminateur echos fixes;Code table;0;0;2
0;02;201;Indicateur de positionnement en site inhibe;Code table;0;0;2
0;02;202;Sens de balayage en azimut;Code table;0;0;2
0;02;203;WAVE MEASUREMENT INSTRUMENTATION;Code table;0;0;2
0;02;204;INDICATEUR DES UNITES DE VITESSE DU VENT ET DU TYPE D'INSTRUMENTS UTILISES;Code table;0;0;3
0;04;192;PERIODE A LAQUELLE SE RAPPORTE  LA VALEUR SUIVANTE;MINUTE;0;0;8
0;04;193;HEURE EFFECTIVE DU LANCEMENT DE LA RADIOSONDE;HOUR;0;0;5
0;04;194;MINUTES EFFECTIVES DU LANCEMENT DE LA RADIOSONDE;MINUTES;0;0;6
0;04;195;NOMBRE D'HEURES ECOULEES ENTRE  L'HEURE D'OBSERVATION GGgg ET   L'HEURE A LAQUELLE SE REFERE LA DERNIERE POSITION;HEURE;0;0;4
0;05;192;Distance w-e du coin nw de l image au radar;m;0;-1024000;24
0;05;193;Distance w-e sur le plan de projection du coin nw de l'image;m;0;-1024000;24
0;05;194;Indicateur du centre de projection;Code Table;0;0;8
0;05;195;Latitude de reference;degre;5;-9000000;25
0;05;217;X-location from earth's centre in direction 0 Est;m;2;-1073741824;31
0;05;232;Direction (spectral);Degree;0;0;12
0;06;192;Distance n-s du coin nw de l image au radar;m;0;-1024000;24
0;06;193;Distance d application de la correction en 1/r2;m;-3;0;16
0;06;194;Portee de debut de traitement d un site;m;-3;0;16
0;06;195;Portee de fin de traitement d un site;m;-3;0;16
0;06;196;Distance oblique maximal d'utilisation des donnees;m;-3;0;16
0;06;197;Distance ns sur le plan de projection du coin nw de l'image;m;0;-1024000;24
0;06;198;Longitude du meridien parallele a l'axe des y;degre;5;-18000000;26
0;06;217;Y-location from earth's centre in direction 90 est;m;2;-1073741824;31
0;06;232;Wavenumber (spectral);Rads/m;5;0;13
0;07;192;HAUTEUR AU DESSUS DU SOL;M;2;0;15
0;07;217;Z-location from earth's centre in direction north pole;m;2;-1073741824;31
0;11;195;FORCE MAXI DU VENT PENDANT W1W2;BEAUFORT;0;0;4
0;11;196;DIRECTION D'OU SOUFFLE LE VENT  EN ALTITUDE;DEGRE VRAI;0;0;9
0;11;197;VITESSE DU VENT EN ALTITUDE;M/S;1;0;12
0;12;192;Temperature/dry-bulb temperature;K;2;0;16
0;12;193;Wet-bulb temperature;K;2;0;16
0;12;194;Dew-point temperature;K;2;0;16
0;12;195;Dry-bulb temperature at 2m;K;2;0;16
0;12;196;Wet-bulb temperature at 2m;K;2;0;16
0;12;197;Dew-point temperature at 2m;K;2;0;16
0;12;198;Virtual temperature;K;2;0;16
0;12;202;Maximum temperature,at height and over period specified;K;2;0;16
0;12;203;Minimum temperature,at height and over period specified;K;2;0;15
0;12;204;Ground minimum temperature, past 12 hours;K;2;0;15
0;12;205;Maximum temperature at 2m, past 12 hours;K;2;0;16
0;12;206;Minimum temperature at 2m, past 12 hours;K;2;0;15
0;12;207;Maximum temperature at 2m, past 24 hours;K;2;0;16
0;12;208;Minimum temperature at 2m, past 24 hours;K;2;0;15
0;12;221;Soil temperature;K;2;0;16
0;12;222;TEMPERATURE DE LA SURFACE DE LA  NEIGE;K;2;0;15
0;12;252;Skin temperature;K;2;0;16
0;12;253;Equivalent black body temperature;K;2;0;16
0;13;194;QUANTITE TOTALE DE PRECIPITATIONAU COURS D'UNE CERTAINE PERIODE;Ke/M**2;1;-1;14
0;13;195;HAUTEUR TOTALE DE LA COUCHE DE  NEIGE AU SOL AU POINT DE MESURE D'ALTITUDE;M;2;-2;16
0;13;196;EPAISSEUR DE LA NEIGE FRAICHE   TOMBEE EN ALTITUDE;M;2;-2;12
0;13;197;TENEUR EN EAU LIQUIDE VOLUMIQUE DE LA NEIGE;%;1;0;7
0;13;198;MASSE VOLUMIQUE DE LA NEIGE;KG/M**3;0;0;9
0;14;192;INSOLATION HORAIRE;MINUTES;0;0;6
0;15;202;Log of electron density;LOG M**-2;3;13000;12
0;20;193;VISIBILITE VERS LA MER A PARTIR D'UNE STATION COTIERE;M;-1;0;13
0;20;194;ETAT DE LA NEIGE;Code table;0;0;4
0;20;195;PROFONDEUR DE PENETRATION DE LA SONDE DE BATTAGE;M;2;0;7
0;20;196;NUAGES DANS LA VALLEE;Code table;0;0;4
0;20;197;CHASSE-NEIGE EN ALTITUDE;Code table;0;0;4
